;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
20025,#CSO2_ITEM_NAME_back_sunung,#CSO2_ITEM_DESC_back_sunung,back_sunung,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20026,#CSO2_ITEM_NAME_back_racoon_tail,#CSO2_ITEM_DESC_back_racoon_tail,back_racoon,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20027,#CSO2_ITEM_NAME_back_chieftain_hammer,#CSO2_ITEM_DESC_back_chieftain_hammer,back_chieftain_hammer,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20028,#CSO2_ITEM_NAME_back_horseyear,#CSO2_ITEM_DESC_back_horseyear,back_horseyear,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20029,#CSO2_ITEM_NAME_back_rewardwing,#CSO2_ITEM_DESC_back_rewardwing,back_rewardwing,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20030,#CSO2_ITEM_NAME_back_schoolbag,#CSO2_ITEM_DESC_back_schoolbag,back_schoolbag,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20031,#CSO2_ITEM_NAME_back_snl_arrow,#CSO2_ITEM_DESC_back_snl_arrow,back_snl_arrow,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20032,#CSO2_ITEM_NAME_back_korback01,#CSO2_ITEM_DESC_back_korback01,back_korback01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20033,#CSO2_ITEM_NAME_back_newbie,#CSO2_ITEM_DESC_back_newbie,back_newbie,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20034,#CSO2_ITEM_NAME_back_gstar2014,#CSO2_ITEM_DESC_back_gstar2014,back_gstar2014,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20035,#CSO2_ITEM_NAME_back_deltabag,#CSO2_ITEM_DESC_back_deltabag,back_deltabag,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20036,#CSO2_ITEM_NAME_back_lisaboard,#CSO2_ITEM_DESC_back_lisaboard,back_lisaboard,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20037,#CSO2_ITEM_NAME_back_milaboard,#CSO2_ITEM_DESC_back_milaboard,back_milaboard,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20038,#CSO2_ITEM_NAME_back_miladoll,#CSO2_ITEM_DESC_back_miladoll,back_miladoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20039,#CSO2_ITEM_NAME_back_lisadoll,#CSO2_ITEM_DESC_back_lisadoll,back_lisadoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20040,#CSO2_ITEM_NAME_back_p77,#CSO2_ITEM_DESC_back_p77,back_p77,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20041,#CSO2_ITEM_NAME_back_turtlebag,#CSO2_ITEM_DESC_back_turtlebag,back_turtlebag,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20042,#CSO2_ITEM_NAME_back_2015sheep,#CSO2_ITEM_DESC_back_2015sheep,back_2015sheep,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,2015.Attachment.BlueSheep,,,0
20043,#CSO2_ITEM_NAME_back_baseball,#CSO2_ITEM_DESC_back_baseball,back_baseball,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20044,#CSO2_ITEM_NAME_WINGGOLD,#CSO2_ITEM_DESC_WINGGOLD,back_winggold,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20045,#CSO2_ITEM_NAME_ALBERT,#CSO2_ITEM_DESC_ALBERT,back_albert,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,3,,,Z_EXPUP(5) | Z_POINTUP(3),0
20046,#CSO2_ITEM_NAME_WATERCANON,#CSO2_ITEM_DESC_WATERCANON,back_watercanon,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20047,#CSO2_ITEM_NAME_BACK_TESLA,#CSO2_ITEM_DESC_BACK_TESLA,back_tesla,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,10,5,,,Z_EXPUP(10) | Z_POINTUP(5),0
20048,#CSO2_ITEM_NAME_back_diyfence,#CSO2_ITEM_DESC_back_diyfence,back_diyfence,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20049,#CSO2_ITEM_NAME_back_shark,#CSO2_ITEM_DESC_back_shark,back_shark,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20050,#CSO2_ITEM_NAME_back_chnact,#CSO2_ITEM_DESC_back_chnact,back_chnact,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20051,#CSO2_ITEM_NAME_back_gstar2015,#CSO2_ITEM_DESC_back_gstar2015,back_gstar2015,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20052,#CSO2_ITEM_NAME_back_witchbroom,#CSO2_ITEM_DESC_back_witchbroom,back_witchbroom,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20053,#CSO2_ITEM_NAME_back_2016monkey,#CSO2_ITEM_DESC_back_2016monkey,back_2016monkey,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,6,6,2016.Attachment.RedMonkey,,POINTUP(6) | EXPUP(6),0
20054,#CSO2_ITEM_NAME_back_zccanon,#CSO2_ITEM_DESC_back_zccanon,back_zccanon,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,3,,,Z_EXPUP(5) | Z_POINTUP(3),0
20055,#CSO2_ITEM_NAME_back_frog,#CSO2_ITEM_DESC_back_frog,back_frog,default,item,class,back,8,0,3|37|36|48|7|50|40|41|43|8|38|47|51,0,0,0,5,0,0,0,none,backItem,4,4,,,,0
20056,#CSO2_ITEM_NAME_back_back_phoenixwing,#CSO2_ITEM_DESC_back_back_phoenixwing,back_phoenixwing,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20057,#CSO2_ITEM_NAME_back_rokabag,#CSO2_ITEM_DESC_back_rokabag,back_rokabag,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20058,#CSO2_ITEM_NAME_back_panda,#CSO2_ITEM_DESC_back_panda,back_panda,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20059,#CSO2_ITEM_NAME_back_syringe,#CSO2_ITEM_DESC_back_syringe,back_syringe,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20060,#CSO2_ITEM_NAME_back_emoteballoon,#CSO2_ITEM_DESC_back_emoteballoon,back_emoteballoon,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20061,#CSO2_ITEM_NAME_back_dragonboat,#CSO2_ITEM_DESC_back_dragonboat,back_dragonboat,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20062,#CSO2_ITEM_NAME_back_flamingotube,#CSO2_ITEM_DESC_back_flamingotube,back_flamingotube,default,item,class,back,8,0,50,0,0,0,5,0,0,0,none,backItem,30,0,,,EXPUP(30),0
20063,#CSO2_ITEM_NAME_back_season1_1st,#CSO2_ITEM_DESC_back_season1_1st,back_season1_1st,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20064,#CSO2_ITEM_NAME_back_season1_2nd,#CSO2_ITEM_DESC_back_season1_2nd,back_season1_2nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20065,#CSO2_ITEM_NAME_back_season1_3nd,#CSO2_ITEM_DESC_back_season1_3nd,back_season1_3nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20066,#CSO2_ITEM_NAME_BACK_LUCKY,#CSO2_ITEM_DESC_BACK_LUCKY,back_luckbag01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20067,#CSO2_ITEM_NAME_back_tammy01,#CSO2_ITEM_DESC_back_tammy01,back_tammy01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1036) | daylimit(3) | conditioncnt(3) | rewardid(9505) },0
20068,#CSO2_ITEM_NAME_back_mari01,#CSO2_ITEM_DESC_back_mari01,back_mari01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1035) | daylimit(3) | conditioncnt(3) | rewardid(9502) },0
20069,#CSO2_ITEM_NAME_back_kwanwoo,#CSO2_ITEM_DESC_back_kwanwoo,back_kwanwoo,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20070,#CSO2_ITEM_NAME_back_gstar2016,#CSO2_ITEM_DESC_back_gstar2016,back_gstar2016,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20071,#CSO2_ITEM_NAME_back_natary01doll,#CSO2_ITEM_DESC_back_natary01doll,back_natary01doll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20072,#CSO2_ITEM_NAME_back_mari01doll,#CSO2_ITEM_DESC_back_mari01doll,back_mari01doll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20073,#CSO2_ITEM_NAME_back_season2_1st,#CSO2_ITEM_DESC_back_season2_1st,back_season2_1st,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20074,#CSO2_ITEM_NAME_back_season2_2nd,#CSO2_ITEM_DESC_back_season2_2nd,back_season2_2nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20075,#CSO2_ITEM_NAME_back_season2_3nd,#CSO2_ITEM_DESC_back_season2_3nd,back_season2_3rd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20076,#CSO2_ITEM_NAME_back_2017chicken,#CSO2_ITEM_DESC_back_2017chicken,back_2017chicken,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,3,3,,,Z_EXPUP(3) | Z_POINTUP(3),0
20077,#CSO2_ITEM_NAME_back_wingvip,#CSO2_ITEM_DESC_back_wingvip,back_wingvip,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
20078,#CSO2_ITEM_NAME_WINGZOMBIE,#CSO2_ITEM_DESC_WINGZOMBIE,back_wingzombie,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20079,#CSO2_ITEM_NAME_back_choidoll,#CSO2_ITEM_DESC_back_choidoll,back_choidoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20080,#CSO2_ITEM_NAME_back_KOR31,#CSO2_ITEM_DESC_back_KOR31,back_KOR31,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20081,#CSO2_ITEM_NAME_back_yuridoll,#CSO2_ITEM_DESC_back_yuridoll,back_yuridoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20082,#CSO2_ITEM_NAME_back_season3_1st,#CSO2_ITEM_DESC_back_season3_1st,back_season3_1st,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20083,#CSO2_ITEM_NAME_back_season3_2nd,#CSO2_ITEM_DESC_back_season3_2nd,back_season3_2nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20084,#CSO2_ITEM_NAME_back_season3_3nd,#CSO2_ITEM_DESC_back_season3_3nd,back_season3_3rd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20085,#CSO2_ITEM_NAME_back_bluephoenix,#CSO2_ITEM_DESC_back_bluephoenix,back_bluephoenix,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20086,#CSO2_ITEM_NAME_back_tammydoll,#CSO2_ITEM_DESC_back_tammydoll,back_tammydoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20087,#CSO2_ITEM_NAME_GOLDPIGBAG,#CSO2_ITEM_DESC_GOLDPIGBAG,back_goldpigbag,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,3,,,POINTUP(3),0
20088,#CSO2_ITEM_NAME_back_707doll,#CSO2_ITEM_DESC_back_707doll,back_707doll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20089,#CSO2_ITEM_NAME_back_season4_3rd,#CSO2_ITEM_DESC_back_season4_3rd,back_season4_3rd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20090,#CSO2_ITEM_NAME_back_season4_2nd,#CSO2_ITEM_DESC_back_season4_2nd,back_season4_2nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20091,#CSO2_ITEM_NAME_back_season4_1st,#CSO2_ITEM_DESC_back_season4_1st,back_season4_1st,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20092,#CSO2_ITEM_NAME_back_mila02doll,#CSO2_ITEM_DESC_back_mila02doll,back_mila02doll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20093,#CSO2_ITEM_NAME_back_phobos,#CSO2_ITEM_DESC_back_phobos,back_phobos,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
20094,#CSO2_ITEM_NAME_back_galleriapc_jp,#CSO2_ITEM_DESC_back_galleriapc_jp,back_galleriapc_jp,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20095,#CSO2_ITEM_NAME_back_gtunepc_jp,#CSO2_ITEM_DESC_back_gtunepc_jp,back_gtunepc_jp,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,0
20096,#CSO2_ITEM_NAME_back_lisa02doll,#CSO2_ITEM_DESC_back_lisa02doll,back_lisa02doll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20097,#CSO2_ITEM_NAME_back_giantvr,#CSO2_ITEM_DESC_back_giantvr,back_giantvr,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20098,#CSO2_ITEM_NAME_back_emmadoll,#CSO2_ITEM_DESC_back_emmadoll,back_emmadoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20099,#CSO2_ITEM_NAME_back_viperdoll,#CSO2_ITEM_DESC_back_viperdoll,back_viperdoll,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,3,3,,,POINTUP(3) | EXPUP(3),0
20100,#CSO2_ITEM_NAME_back_season5_3rd,#CSO2_ITEM_DESC_back_season5_3rd,back_season5_3rd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,
20101,#CSO2_ITEM_NAME_back_season5_2nd,#CSO2_ITEM_DESC_back_season5_2nd,back_season5_2nd,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,
20102,#CSO2_ITEM_NAME_back_season5_1st,#CSO2_ITEM_DESC_back_season5_1st,back_season5_1st,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,,
20103,#CSO2_ITEM_NAME_back_oberon,#CSO2_ITEM_DESC_back_oberon,back_oberon,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
20104,#CSO2_ITEM_NAME_back_miu01,#CSO2_ITEM_DESC_back_miu01,back_miu01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1053) | daylimit(2) | conditioncnt(6) | rewardid(9511) },0
20105,#CSO2_ITEM_NAME_back_athena01,#CSO2_ITEM_DESC_back_athena01,back_athena01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1054) | daylimit(2) | conditioncnt(6) | rewardid(9512) },0
20106,#CSO2_ITEM_NAME_back_dione,#CSO2_ITEM_DESC_back_dione,back_dione,default,item,class,back,8,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,backItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
20107,#CSO2_ITEM_NAME_back_2018dog,#CSO2_ITEM_DESC_back_2018dog,back_2018dog,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,backItem,8,0,,,EXPUP(8),0
30001,#CSO2_ITEM_NAME_WORK,#CSO2_ITEM_DESC_WORK,glove_work,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30002,#CSO2_ITEM_NAME_CAMOUFLAGE,#CSO2_ITEM_DESC_CAMOUFLAGE,glove_camouflage,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30003,#CSO2_ITEM_NAME_CBT_GLOVE,#CSO2_ITEM_DESC_CBT_GLOVE,glove_cbt,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30004,#CSO2_ITEM_NAME_GLOVE01,#CSO2_ITEM_DESC_GLOVE01,glove_glove01,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30005,#CSO2_ITEM_NAME_SKELETON,#CSO2_ITEM_DESC_SKELETON,glove_skeleton,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30006,#CSO2_ITEM_NAME_XMAS01_GLOVE,#CSO2_ITEM_DESC_XMAS01_GLOVE,glove_xmas01,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30007,#CSO2_ITEM_NAME_TWRING,#CSO2_ITEM_DESC_TWRING,glove_twring,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30008,#CSO2_ITEM_NAME_TWGLOVE,#CSO2_ITEM_DESC_TWGLOVE,glove_twglove,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30009,#CSO2_ITEM_NAME_16GLOVE,#CSO2_ITEM_DESC_16GLOVE,glove_16glove,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30010,#CSO2_ITEM_NAME_BASEGLOVE,#CSO2_ITEM_DESC_BASEGLOVE,glove_base,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30011,#CSO2_ITEM_NAME_CHNGLOVE01,#CSO2_ITEM_DESC_CHNGLOVE01,glove_chnglove01,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30012,#CSO2_ITEM_NAME_PIGGLOVE,#CSO2_ITEM_DESC_PIGGLOVE,glove_pigglove,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30013,#CSO2_ITEM_NAME_SNAKEYEARGLOVE,#CSO2_ITEM_DESC_SNAKEYEARGLOVE,glove_snakeyear,default,item,class,glove,7,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
30014,#CSO2_ITEM_NAME_glove_millet01,#CSO2_ITEM_DESC_glove_millet01,glove_millet01,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30015,#CSO2_ITEM_NAME_glove_horseyear,#CSO2_ITEM_DESC_glove_horseyear,glove_horseyear,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30016,#CSO2_ITEM_NAME_glove_newbie,#CSO2_ITEM_DESC_glove_newbie,glove_newbie,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30017,#CSO2_ITEM_NAME_glove_2015sheep,#CSO2_ITEM_DESC_glove_2015sheep,glove_2015sheep,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,2015.Attachment.BlueSheep,,,0
30018,#CSO2_ITEM_NAME_glove_goldglove,#CSO2_ITEM_DESC_glove_goldglove,glove_goldglove,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30019,#CSO2_ITEM_NAME_glove_2016monkey,#CSO2_ITEM_DESC_glove_2016monkey,glove_2016monkey,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,gloveItem,4,4,2016.Attachment.RedMonkey,,POINTUP(4) | EXPUP(4),0
30020,#CSO2_ITEM_NAME_glove_panda,#CSO2_ITEM_DESC_glove_panda,glove_panda,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30021,#CSO2_ITEM_NAME_glove_roka,#CSO2_ITEM_DESC_glove_roka,glove_roka,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30022,#CSO2_ITEM_NAME_glove_kwanwoo,#CSO2_ITEM_DESC_glove_kwanwoo,glove_kwanwoo,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30023,#CSO2_ITEM_NAME_glove_zombie,#CSO2_ITEM_DESC_glove_zombie,glove_zombie,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30024,#CSO2_ITEM_NAME_glove_2017chicken,#CSO2_ITEM_DESC_glove_2017chicken,glove_2017chicken,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,gloveItem,8,0,,,EXPUP(8),0
30025,#CSO2_ITEM_NAME_glove_tacticalglove01,#CSO2_ITEM_DESC_glove_tacticalglove01,glove_tacticalglove01,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,gloveItem,3,0,,,EXPUP(3),0
30026,#CSO2_ITEM_NAME_glove_maple,#CSO2_ITEM_DESC_glove_maple,glove_maple,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
30027,#CSO2_ITEM_NAME_glove_2018dog,#CSO2_ITEM_DESC_glove_2018dog,glove_2018dog,default,item,class,glove,7,0,0,0,0,0,0,0,0,0,none,gloveItem,8,0,,,EXPUP(8),0
40001,#CSO2_ITEM_NAME_step_snow,#CSO2_ITEM_DESC_step_snow,cso2_step_snow,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40002,#CSO2_ITEM_NAME_step_FIRE,#CSO2_ITEM_DESC_step_FIRE,cso2_step_fire,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40003,#CSO2_ITEM_NAME_step_SONG,#CSO2_ITEM_DESC_step_SONG,cso2_step_song,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40004,#CSO2_ITEM_NAME_step_STAR,#CSO2_ITEM_DESC_step_STAR,cso2_step_star,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40005,#CSO2_ITEM_NAME_step_HEAL,#CSO2_ITEM_DESC_step_HEAL,cso2_step_heal,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40006,#CSO2_ITEM_NAME_step_TRAIL01,#CSO2_ITEM_DESC_step_TRAIL01,cso2_step_trail_01,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40007,#CSO2_ITEM_NAME_step_TRAIL02,#CSO2_ITEM_DESC_step_TRAIL02,cso2_step_trail_02,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40008,#CSO2_ITEM_NAME_step_TRAIL03,#CSO2_ITEM_DESC_step_TRAIL03,cso2_step_trail_03,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40009,#CSO2_ITEM_NAME_step_zombie,#CSO2_ITEM_DESC_step_zombie,cso2_step_zombie,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40010,#CSO2_ITEM_NAME_step_light,#CSO2_ITEM_DESC_step_light,cso2_step_light,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40011,#CSO2_ITEM_NAME_step_smoke,#CSO2_ITEM_DESC_step_smoke,cso2_step_smoke,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40012,#CSO2_ITEM_NAME_step_fastdust,#CSO2_ITEM_DESC_step_fastdust,cso2_step_fastdust,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40013,#CSO2_ITEM_NAME_step_buster,#CSO2_ITEM_DESC_step_buster,cso2_step_buster,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40014,#CSO2_ITEM_NAME_step_smoke_c,#CSO2_ITEM_DESC_step_smoke_c,cso2_step_smoke_c,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40015,#CSO2_ITEM_NAME_step_firework,#CSO2_ITEM_DESC_step_firework,cso2_step_firework,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40016,#CSO2_ITEM_NAME_step_grass,#CSO2_ITEM_DESC_step_grass,cso2_step_grass,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40017,#CSO2_ITEM_NAME_step_chuseok01,#CSO2_ITEM_DESC_step_chuseok01,cso2_step_fall,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40018,#CSO2_ITEM_NAME_step_china,#CSO2_ITEM_DESC_step_china,cso2_step_china,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40019,#CSO2_ITEM_NAME_step_korean,#CSO2_ITEM_DESC_step_korean,cso2_step_korean,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40020,#CSO2_ITEM_NAME_step_halloween,#CSO2_ITEM_DESC_step_halloween,cso2_step_halloween,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
40021,#CSO2_ITEM_NAME_step_dragonboat,#CSO2_ITEM_DESC_step_dragonboat,cso2_step_dragonboat,default,item,class,effect,9,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
