ItemID,Name,resourcename,ResourceVariation,Class,Category,BuyCategory,,,,,,,,,,,,,,,,,,,
8510,#CSO2_ITEM_NAME_lisa02blueprint,lisa02blueprint,default,item,item,item,,,,,,,,,,,,,,,,,,,
8511,#CSO2_ITEM_NAME_maricolor01_piece,maricolor01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8512,#CSO2_ITEM_NAME_tammycolor01_piece,tammycolor01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8515,#CSO2_ITEM_NAME_blueprint_silverwea,blueprint_silverwea,default,item,item,item,,,,,,,,,,,,,,,,,,,
8516,#CSO2_ITEM_NAME_silverwea_box,silverwea_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8517,#CSO2_ITEM_NAME_silverwea_piece,silverwea_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8518,#CSO2_ITEM_NAME_TWB_PIECE01,TWB_PIECE01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8519,#CSO2_ITEM_NAME_TWB_PIECE02,TWB_PIECE02,default,item,item,item,,,,,,,,,,,,,,,,,,,
8520,#CSO2_ITEM_NAME_TWB_PIECE03,TWB_PIECE03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8521,#CSO2_ITEM_NAME_TWB_PIECE04,TWB_PIECE04,default,item,item,item,,,,,,,,,,,,,,,,,,,
8522,#CSO2_ITEM_NAME_coupon_random_box_03,coupon_random_box_03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8523,#CSO2_ITEM_NAME_maricolor01_piece,maricolor01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8524,#CSO2_ITEM_NAME_tammycolor01_piece,tammycolor01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8525,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER01,TW_GOLD_EVENT_LETTER01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8526,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER02,TW_GOLD_EVENT_LETTER02,default,item,item,item,,,,,,,,,,,,,,,,,,,
8527,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER03,TW_GOLD_EVENT_LETTER03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8528,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER04,TW_GOLD_EVENT_LETTER04,default,item,item,item,,,,,,,,,,,,,,,,,,,
8529,#CSO2_ITEM_NAME_TW_GOLD_EVENT_LETTER05,TW_GOLD_EVENT_LETTER05,default,item,item,item,,,,,,,,,,,,,,,,,,,
8530,#CSO2_ITEM_NAME_mila02piece1,mila02piece1,default,item,item,item,,,,,,,,,,,,,,,,,,,
8531,#CSO2_ITEM_NAME_mila02blueprint,mila02blueprint,default,item,item,item,,,,,,,,,,,,,,,,,,,
8532,#CSO2_ITEM_NAME_luckybag03_piece,luckybag03_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8533,#CSO2_ITEM_NAME_zombie_essence,zombie_essence,default,item,item,item,,,,,,,,,,,,,,,,,,,
8534,#CSO2_ITEM_NAME_phobos_parasite,phobos_parasite,default,item,item,item,,,,,,,,,,,,,,,,,,,
8535,#CSO2_ITEM_NAME_phobos_claw,phobos_claw,default,item,item,item,,,,,,,,,,,,,,,,,,,
8536,#CSO2_ITEM_NAME_phobos_wing,phobos_wing,default,item,item,item,,,,,,,,,,,,,,,,,,,
8537,#CSO2_ITEM_NAME_phobos_skull,phobos_skull,default,item,item,item,,,,,,,,,,,,,,,,,,,
8538,#CSO2_ITEM_NAME_kenji_box,kenji_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8539,#CSO2_ITEM_NAME_joe_box,joe_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8540,#CSO2_ITEM_NAME_special_decomposer,recipeblack,default,item,item,item,,,,,,,,,,,,,,,,,,,
8541,#CSO2_ITEM_NAME_carrie01_piece,carrie01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8542,#CSO2_ITEM_NAME_viper01_piece,viper01_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8543,#CSO2_ITEM_NAME_m99railgun_box,m99railgun_box,default,item,item,item,,,,,,,,,,,,,,,,,,,
8544,#CSO2_ITEM_NAME_harpoon_piece,harpoon_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8545,#CSO2_ITEM_NAME_luckybag04_piece,random_box_07_hongbao,default,item,item,item,,,,,,,,,,,,,,,,,,,
8546,#CSO2_ITEM_NAME_oberon_parasite,oberon_parasite,default,item,item,item,,,,,,,,,,,,,,,,,,,
8547,#CSO2_ITEM_NAME_oberon_claw,oberon_claw,default,item,item,item,,,,,,,,,,,,,,,,,,,
8548,#CSO2_ITEM_NAME_oberon_tail,oberon_tail,default,item,item,item,,,,,,,,,,,,,,,,,,,
8549,#CSO2_ITEM_NAME_oberon_skull,oberon_skull,default,item,item,item,,,,,,,,,,,,,,,,,,,
8550,#CSO2_ITEM_NAME_TWB_PIECE17_01,TWB_PIECE17_01,default,item,item,item,,,,,,,,,,,,,,,,,,,
8551,#CSO2_ITEM_NAME_TWB_PIECE17_02,TWB_PIECE17_02,default,item,item,item,,,,,,,,,,,,,,,,,,,
8552,#CSO2_ITEM_NAME_TWB_PIECE17_03,TWB_PIECE17_03,default,item,item,item,,,,,,,,,,,,,,,,,,,
8553,#CSO2_ITEM_NAME_TWB_PIECE17_04,TWB_PIECE17_04,default,item,item,item,,,,,,,,,,,,,,,,,,,
8554,#CSO2_ITEM_NAME_tomahawkb_piece,tomahawkb_piece,default,item,item,item,,,,,,,,,,,,,,,,,,,
8555,#CSO2_ITEM_NAME_blueprint_tomahawk,blueprint_tomahawk,default,item,item,item,,,,,,,,,,,,,,,,,,,
8556,#CSO2_ITEM_NAME_dione_parasite,dione_parasite,default,item,item,item,,,,,,,,,,,,,,,,,,,
8557,#CSO2_ITEM_NAME_dione_claw,dione_claw,default,item,item,item,,,,,,,,,,,,,,,,,,,
8558,#CSO2_ITEM_NAME_dione_tail,dione_tail,default,item,item,item,,,,,,,,,,,,,,,,,,,
8559,#CSO2_ITEM_NAME_dione_skull,dione_skull,default,item,item,item,,,,,,,,,,,,,,,,,,,
8560,#CSO2_ITEM_NAME_HIDDENBAG_CHN_01,hiddenbag_chn,default,item,item,item,,,,,,,,,,,,,,,,,,,
8561,#CSO2_ITEM_NAME_HIDDENBAG_CHN_02,hiddenbag_chn,default,item,item,item,,,,,,,,,,,,,,,,,,,
8562,#CSO2_ITEM_NAME_HIDDENBAG_CHN_03,hiddenbag_chn,default,item,item,item,,,,,,,,,,,,,,,,,,,
9000,#CSO2_ITEM_NAME_PROFILEFRAME_00,skin_miniprofile_2016_0,default,profileframe,item,item,,,,,,,,,,,,,,,,,,,
9001,#CSO2_ITEM_NAME_PROFILEFRAME_01,skin_miniprofile_2016_1,default,profileframe,item,item,,,,,,,,,,,,,,,,,,,
9002,#CSO2_ITEM_NAME_PROFILEFRAME_02,skin_miniprofile_2016_2,default,profileframe,item,item,,,,,,,,,,,,,,,,,,,
9003,#CSO2_ITEM_NAME_PROFILEFRAME_03,skin_miniprofile_2016_3,default,profileframe,item,item,,,,,,,,,,,,,,,,,,,
10001,#CSO2_ITEM_NAME_WELDMASK,head_weldmask,default,item,class,head,,,,,,,,,,,,,,,,,,,
10002,#CSO2_ITEM_NAME_CBT_HEAD,head_cargo,default,item,class,head,,,,,,,,,,,,,,,,,,,
10003,#CSO2_ITEM_NAME_CHICKENHEAD,head_chicken,default,item,class,head,,,,,,,,,,,,,,,,,,,
10004,#CSO2_ITEM_NAME_FLOWER,head_flower,default,item,class,head,,,,,,,,,,,,,,,,,,,
10005,#CSO2_ITEM_NAME_HELMET,head_helmet01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10006,#CSO2_ITEM_NAME_KOALA,head_koala,default,item,class,head,,,,,,,,,,,,,,,,,,,
10007,#CSO2_ITEM_NAME_XMAS01_HEAD,head_xmas01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10008,#CSO2_ITEM_NAME_GSTAR_HEAD,head_gstar,default,item,class,head,,,,,,,,,,,,,,,,,,,
10009,#CSO2_ITEM_NAME_TWHAT,head_twhat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10010,#CSO2_ITEM_NAME_TWINDIAN,head_twindian,default,item,class,head,,,,,,,,,,,,,,,,,,,
10011,#CSO2_ITEM_NAME_TWSATGAT,head_twsatgat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10012,#CSO2_ITEM_NAME_ANGELRING,head_angelring,default,item,class,head,,,,,,,,,,,,,,,,,,,
10013,#CSO2_ITEM_NAME_CHINA01,head_china01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10014,#CSO2_ITEM_NAME_HEADCRAB,head_headcrab,default,item,class,head,,,,,,,,,,,,,,,,,,,
10015,#CSO2_ITEM_NAME_LVUP02,head_lvup_02,default,item,class,head,,,,,,,,,,,,,,,,,,,
10016,#CSO2_ITEM_NAME_LVUP01,head_lvup_01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10017,#CSO2_ITEM_NAME_LVUP03,head_lvup_03,default,item,class,head,,,,,,,,,,,,,,,,,,,
10018,#CSO2_ITEM_NAME_NEWYEARHEAD,head_newyear,default,item,class,head,,,,,,,,,,,,,,,,,,,
10019,#CSO2_ITEM_NAME_OBTHEAD,head_obt,default,item,class,head,,,,,,,,,,,,,,,,,,,
10020,#CSO2_ITEM_NAME_PIGHEAD,head_pighead,default,item,class,head,,,,,,,,,,,,,,,,,,,
10021,#CSO2_ITEM_NAME_RUDOLPH,head_rudolph,default,item,class,head,,,,,,,,,,,,,,,,,,,
10022,#CSO2_ITEM_NAME_SNAKEYEAR,head_snakeyear,default,item,class,head,,,,,,,,,,,,,,,,,,,
10023,#CSO2_ITEM_NAME_LVUP04,head_lvup_04,default,item,class,head,,,,,,,,,,,,,,,,,,,
10024,#CSO2_ITEM_NAME_LVUP05,head_lvup_05,default,item,class,head,,,,,,,,,,,,,,,,,,,
10025,#CSO2_ITEM_NAME_LVUP06,head_lvup_06,default,item,class,head,,,,,,,,,,,,,,,,,,,
10026,#CSO2_ITEM_NAME_LVUP07,head_lvup_07,default,item,class,head,,,,,,,,,,,,,,,,,,,
10027,#CSO2_ITEM_NAME_LVUP08,head_lvup_08,default,item,class,head,,,,,,,,,,,,,,,,,,,
10028,#CSO2_ITEM_NAME_LVUP09,head_lvup_09,default,item,class,head,,,,,,,,,,,,,,,,,,,
10029,#CSO2_ITEM_NAME_head_chuseok01,head_chuseok01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10030,#CSO2_ITEM_NAME_head_millet01,head_millet01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10031,#CSO2_ITEM_NAME_head_sunung,head_sunung,default,item,class,head,,,,,,,,,,,,,,,,,,,
10032,#CSO2_ITEM_NAME_head_stopit,head_stopit,default,item,class,head,,,,,,,,,,,,,,,,,,,
10033,#CSO2_ITEM_NAME_head_foxhead,head_foxhead,default,item,class,head,,,,,,,,,,,,,,,,,,,
10034,#CSO2_ITEM_NAME_head_snl_kor,head_snl_kor,default,item,class,head,,,,,,,,,,,,,,,,,,,
10035,#CSO2_ITEM_NAME_head_snl_jap,head_snl_jap,default,item,class,head,,,,,,,,,,,,,,,,,,,
10036,#CSO2_ITEM_NAME_head_chieftain_helmat,head_chieftain_helmat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10037,#CSO2_ITEM_NAME_head_horseyear,head_horseyear,default,item,class,head,,,,,,,,,,,,,,,,,,,
10038,#CSO2_ITEM_NAME_head_schoolhat,head_schoolhat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10039,#CSO2_ITEM_NAME_head_Taegeukgi,head_Taegeukgi,default,item,class,head,,,,,,,,,,,,,,,,,,,
10040,#CSO2_ITEM_NAME_head_snl_mask,head_snl_mask,default,item,class,head,,,,,,,,,,,,,,,,,,,
10041,#CSO2_ITEM_NAME_head_snl_qing,head_snl_qing,default,item,class,head,,,,,,,,,,,,,,,,,,,
10042,#CSO2_ITEM_NAME_head_soccer,head_soccer,default,item,class,head,,,,,,,,,,,,,,,,,,,
10043,#CSO2_ITEM_NAME_head_newbie,head_newbie,default,item,class,head,,,,,,,,,,,,,,,,,,,
10044,#CSO2_ITEM_NAME_head_pumpkin,head_pumpkin,default,item,class,head,,,,,,,,,,,,,,,,,,,
10045,#CSO2_ITEM_NAME_HEAD_gstar2014,head_gstar2014,default,item,class,head,,,,,,,,,,,,,,,,,,,
10046,#CSO2_ITEM_NAME_HEAD_1year,head_1year,default,item,class,head,,,,,,,,,,,,,,,,,,,
10047,#CSO2_ITEM_NAME_HEAD_sunglasshat,head_sunglasshat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10048,#CSO2_ITEM_NAME_HEAD_boardhelemt,head_boardhelemt,default,item,class,head,,,,,,,,,,,,,,,,,,,
10049,#CSO2_ITEM_NAME_HEAD_mask_01,head_mask02,default,item,class,head,,,,,,,,,,,,,,,,,,,
10050,#CSO2_ITEM_NAME_HEAD_mask_02,head_mask01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10051,#CSO2_ITEM_NAME_HEAD_koalaani,head_koalaani,default,item,class,head,,,,,,,,,,,,,,,,,,,
10052,#CSO2_ITEM_NAME_HEAD_2015sheep,head_2015sheep,default,item,class,head,,,,,,,,,,,,,,,,,,,
10053,#CSO2_ITEM_NAME_HEAD_cake,head_cake,default,item,class,head,,,,,,,,,,,,,,,,,,,
10054,#CSO2_ITEM_NAME_HEAD_BASEBALL,head_baseball,default,item,class,head,,,,,,,,,,,,,,,,,,,
10055,#CSO2_ITEM_NAME_HEAD_MAXHELMET,head_maxhelmet,default,item,class,head,,,,,,,,,,,,,,,,,,,
10056,#CSO2_ITEM_NAME_HEAD_POLICECAP,head_policecap,default,item,class,head,,,,,,,,,,,,,,,,,,,
10057,#CSO2_ITEM_NAME_HEAD_BENNY,head_benny,default,item,class,head,,,,,,,,,,,,,,,,,,,
10058,#CSO2_ITEM_NAME_HEAD_vipfedora,head_vipfedora,default,item,class,head,,,,,,,,,,,,,,,,,,,
10059,#CSO2_ITEM_NAME_HEAD_diyhelmet,head_diyhelmet,default,item,class,head,,,,,,,,,,,,,,,,,,,
10060,#CSO2_ITEM_NAME_HEAD_chnact,head_chnact,default,item,class,head,,,,,,,,,,,,,,,,,,,
10061,#CSO2_ITEM_NAME_HEAD_gstar2015,head_gstar2015,default,item,class,head,,,,,,,,,,,,,,,,,,,
10062,#CSO2_ITEM_NAME_head_witchhat,head_witchhat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10063,#CSO2_ITEM_NAME_head_spartan,head_spartan,default,item,class,head,,,,,,,,,,,,,,,,,,,
10064,#CSO2_ITEM_NAME_head_realchicken,head_realchicken,default,item,class,head,,,,,,,,,,,,,,,,,,,
10065,#CSO2_ITEM_NAME_head_horsestatue,head_horsestatue,default,item,class,head,,,,,,,,,,,,,,,,,,,
10066,#CSO2_ITEM_NAME_head_2016monkey,head_2016monkey,default,item,class,head,,,,,,,,,,,,,,,,,,,
10067,#CSO2_ITEM_NAME_head_support2nd,head_support2nd,default,item,class,head,,,,,,,,,,,,,,,,,,,
10068,#CSO2_ITEM_NAME_head_zchelmet,head_zchelmet,default,item,class,head,,,,,,,,,,,,,,,,,,,
10069,#CSO2_ITEM_NAME_head_frog,head_frog,default,item,class,head,,,,,,,,,,,,,,,,,,,
10070,#CSO2_ITEM_NAME_head_2016spring,head_2016spring,default,item,class,head,,,,,,,,,,,,,,,,,,,
10071,#CSO2_ITEM_NAME_head_head_chn1year,head_chn1year,default,item,class,head,,,,,,,,,,,,,,,,,,,
10072,#CSO2_ITEM_NAME_head_head_rokahat,head_rokahat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10073,#CSO2_ITEM_NAME_head_panda,head_panda,default,item,class,head,,,,,,,,,,,,,,,,,,,
10074,#CSO2_ITEM_NAME_head_nursehat,head_nursehat,default,item,class,head,,,,,,,,,,,,,,,,,,,
10075,#CSO2_ITEM_NAME_head_hidecam,head_hidecam ,default,item,class,head,,,,,,,,,,,,,,,,,,,
10076,#CSO2_ITEM_NAME_head_stophackkr,head_stophackkr,default,item,class,head,,,,,,,,,,,,,,,,,,,
10077,#CSO2_ITEM_NAME_head_watermelon,head_watermelon,default,item,class,head,,,,,,,,,,,,,,,,,,,
10078,#CSO2_ITEM_NAME_head_bicorne,head_bicorne,default,item,class,head,,,,,,,,,,,,,,,,,,,
10079,#CSO2_ITEM_NAME_head_magpie,head_magpie,default,item,class,head,,,,,,,,,,,,,,,,,,,
10080,#CSO2_ITEM_NAME_head_tammy01,head_tammy01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10081,#CSO2_ITEM_NAME_head_mari01,head_mari01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10082,#CSO2_ITEM_NAME_head_maxzombie,head_maxzombie,default,item,class,head,,,,,,,,,,,,,,,,,,,
10083,#CSO2_ITEM_NAME_head_lightzombie,head_lightzombie,default,item,class,head,,,,,,,,,,,,,,,,,,,
10084,#CSO2_ITEM_NAME_head_kwanwoo,head_kwanwoo,default,item,class,head,,,,,,,,,,,,,,,,,,,
10085,#CSO2_ITEM_NAME_head_zombie_gold,head_zombie_gold,default,item,class,head,,,,,,,,,,,,,,,,,,,
10086,#CSO2_ITEM_NAME_head_zombie_silver,head_zombie_silver,default,item,class,head,,,,,,,,,,,,,,,,,,,
10087,#CSO2_ITEM_NAME_head_miu,head_catband,default,item,class,head,,,,,,,,,,,,,,,,,,,
10088,#CSO2_ITEM_NAME_head_athena,head_athenamask,default,item,class,head,,,,,,,,,,,,,,,,,,,
10089,#CSO2_ITEM_NAME_head_zombie,head_zombie,default,item,class,head,,,,,,,,,,,,,,,,,,,
10090,#CSO2_ITEM_NAME_head_cowboy,head_cowboy,default,item,class,head,,,,,,,,,,,,,,,,,,,
10091,#CSO2_ITEM_NAME_head_1111,head_1111,default,item,class,head,,,,,,,,,,,,,,,,,,,
10092,#CSO2_ITEM_NAME_head_1111_silver,head_1111_silver,default,item,class,head,,,,,,,,,,,,,,,,,,,
10093,#CSO2_ITEM_NAME_head_1111_gold,head_1111_gold,default,item,class,head,,,,,,,,,,,,,,,,,,,
10094,#CSO2_ITEM_NAME_head_gstar2016,head_gstar2016,default,item,class,head,,,,,,,,,,,,,,,,,,,
10095,#CSO2_ITEM_NAME_HEAD_cake_gamania,head_cake,default,item,class,head,,,,,,,,,,,,,,,,,,,
10096,#CSO2_ITEM_NAME_HEAD_mila03xmas,head_mila03xmas,default,item,class,head,,,,,,,,,,,,,,,,,,,
10097,#CSO2_ITEM_NAME_HEAD_lisa03xmas,head_lisa03xmas,default,item,class,head,,,,,,,,,,,,,,,,,,,
10098,#CSO2_ITEM_NAME_HEAD_space,head_space,default,item,class,head,,,,,,,,,,,,,,,,,,,
10099,#CSO2_ITEM_NAME_HEAD_party,head_party,default,item,class,head,,,,,,,,,,,,,,,,,,,
10100,#CSO2_ITEM_NAME_head_2017chicken,head_2017chicken,default,item,class,head,,,,,,,,,,,,,,,,,,,
10101,#CSO2_ITEM_NAME_HEAD_choco,head_choco,default,item,class,head,,,,,,,,,,,,,,,,,,,
10102,#CSO2_ITEM_NAME_HEAD_KOR31,head_KOR31,default,item,class,head,,,,,,,,,,,,,,,,,,,
10103,#CSO2_ITEM_NAME_head_fools01,head_fools01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10104,#CSO2_ITEM_NAME_head_bluephoenix ,head_bluephoenix,default,item,class,head,,,,,,,,,,,,,,,,,,,
10105,#CSO2_ITEM_NAME_head_miner,head_miner,default,item,class,head,,,,,,,,,,,,,,,,,,,
10106,#CSO2_ITEM_NAME_head_key01,head_key01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10107,#CSO2_ITEM_NAME_head_key18,head_key18,default,item,class,head,,,,,,,,,,,,,,,,,,,
10108,#CSO2_ITEM_NAME_head_key16gauss,head_key16gauss,default,item,class,head,,,,,,,,,,,,,,,,,,,
10109,#CSO2_ITEM_NAME_head_key17xmas2016,head_key17xmas2016,default,item,class,head,,,,,,,,,,,,,,,,,,,
10110,#CSO2_ITEM_NAME_head_key04amethyst2,head_key04amethyst2,default,item,class,head,,,,,,,,,,,,,,,,,,,
10111,#CSO2_ITEM_NAME_head_key04watermelon,head_key04watermelon,default,item,class,head,,,,,,,,,,,,,,,,,,,
10112,#CSO2_ITEM_NAME_head_key171111,head_key171111,default,item,class,head,,,,,,,,,,,,,,,,,,,
10113,#CSO2_ITEM_NAME_head_crow,head_crow,default,item,class,head,,,,,,,,,,,,,,,,,,,
10114,#CSO2_ITEM_NAME_head_arglass,head_arglass,default,item,class,head,,,,,,,,,,,,,,,,,,,
10115,#CSO2_ITEM_NAME_head_phobos,head_phobos,default,item,class,head,,,,,,,,,,,,,,,,,,,
10116,#CSO2_ITEM_NAME_head_galleriapc_jp,head_galleriapc_jp,default,item,class,head,,,,,,,,,,,,,,,,,,,
10117,#CSO2_ITEM_NAME_head_gtunepc_jp,head_gtunepc_jp,default,item,class,head,,,,,,,,,,,,,,,,,,,
10118,#CSO2_ITEM_NAME_head_giantvr,head_giantvr,default,item,class,head,,,,,,,,,,,,,,,,,,,
10119,#CSO2_ITEM_NAME_head_carrie01,head_carrie01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10120,#CSO2_ITEM_NAME_head_viper01,head_viper01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10121,#CSO2_ITEM_NAME_head_maple,head_maple,default,item,class,head,,,,,,,,,,,,,,,,,,,
10122,#CSO2_ITEM_NAME_head_oberon,head_oberon,default,item,class,head,,,,,,,,,,,,,,,,,,,
10123,#CSO2_ITEM_NAME_HEAD_cakekr4year,head_cakekr4year,default,item,class,head,,,,,,,,,,,,,,,,,,,
10124,#CSO2_ITEM_NAME_head_choi02,head_choi02,default,item,class,head,,,,,,,,,,,,,,,,,,,
10125,#CSO2_ITEM_NAME_head_yuri02,head_yuri02,default,item,class,head,,,,,,,,,,,,,,,,,,,
10126,#CSO2_ITEM_NAME_head_dione,head_dione,default,item,class,head,,,,,,,,,,,,,,,,,,,
10127,#CSO2_ITEM_NAME_head_key21,head_key21,default,item,class,head,,,,,,,,,,,,,,,,,,,
10128,#CSO2_ITEM_NAME_head_key22xmas2017,head_key22xmas2017,default,item,class,head,,,,,,,,,,,,,,,,,,,
10129,#CSO2_ITEM_NAME_head_helga01xmas,head_helga01xmas,default,item,class,head,,,,,,,,,,,,,,,,,,,
10130,#CSO2_ITEM_NAME_head_white01xmas,head_white01xmas,default,item,class,head,,,,,,,,,,,,,,,,,,,
10131,#CSO2_ITEM_NAME_head_2018dog,head_2018dog,default,item,class,head,,,,,,,,,,,,,,,,,,,
10132,#CSO2_ITEM_NAME_head_englishman01,head_englishman01,default,item,class,head,,,,,,,,,,,,,,,,,,,
10133,#CSO2_ITEM_NAME_head_englishman02,head_englishman02,default,item,class,head,,,,,,,,,,,,,,,,,,,
20001,#CSO2_ITEM_NAME_LPG,back_lpg,default,item,class,back,,,,,,,,,,,,,,,,,,,
20002,#CSO2_ITEM_NAME_CBT_BACK,back_bag01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20003,#CSO2_ITEM_NAME_DRUM,back_drum,default,item,class,back,,,,,,,,,,,,,,,,,,,
20004,#CSO2_ITEM_NAME_KEY,back_keyboard,default,item,class,back,,,,,,,,,,,,,,,,,,,
20005,#CSO2_ITEM_NAME_WING,back_wing,default,item,class,back,,,,,,,,,,,,,,,,,,,
20006,#CSO2_ITEM_NAME_XMAS01_BACK,back_xmas01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20007,#CSO2_ITEM_NAME_GSTAR_BACK,back_gstar,default,item,class,back,,,,,,,,,,,,,,,,,,,
20008,#CSO2_ITEM_NAME_TWBACK01,back_twback01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20009,#CSO2_ITEM_NAME_TWBACK02,back_twback02,default,item,class,back,,,,,,,,,,,,,,,,,,,
20010,#CSO2_ITEM_NAME_CHNBACK,back_chnback01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20011,#CSO2_ITEM_NAME_GUITAR,back_guitar,default,item,class,back,,,,,,,,,,,,,,,,,,,
20012,#CSO2_ITEM_NAME_KEYBOARD,back_keyboard,default,item,class,back,,,,,,,,,,,,,,,,,,,
20013,#CSO2_ITEM_NAME_NEWYEARBACK,back_newyear,default,item,class,back,,,,,,,,,,,,,,,,,,,
20014,#CSO2_ITEM_NAME_OBTBACK,back_obt,default,item,class,back,,,,,,,,,,,,,,,,,,,
20015,#CSO2_ITEM_NAME_PIGBACK,back_pigback,default,item,class,back,,,,,,,,,,,,,,,,,,,
20016,#CSO2_ITEM_NAME_SLEIGH,back_sleigh,default,item,class,back,,,,,,,,,,,,,,,,,,,
20017,#CSO2_ITEM_NAME_SNAKEYEARBACK,back_snakeyear,default,item,class,back,,,,,,,,,,,,,,,,,,,
20018,#CSO2_ITEM_NAME_VALVE,back_valve,default,item,class,back,,,,,,,,,,,,,,,,,,,
20019,#CSO2_ITEM_NAME_guide,back_guide,default,item,class,back,,,,,,,,,,,,,,,,,,,
20020,#CSO2_ITEM_NAME_back_chuseok01,back_chuseok01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20021,#CSO2_ITEM_NAME_back_foxtail,back_foxtail,default,item,class,back,,,,,,,,,,,,,,,,,,,
20022,#CSO2_ITEM_NAME_back_turtleshell,back_turtleshell,default,item,class,back,,,,,,,,,,,,,,,,,,,
20023,#CSO2_ITEM_NAME_back_pigbag,back_pigbag,default,item,class,back,,,,,,,,,,,,,,,,,,,
20024,#CSO2_ITEM_NAME_back_millet01,back_millet01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20025,#CSO2_ITEM_NAME_back_sunung,back_sunung,default,item,class,back,,,,,,,,,,,,,,,,,,,
20026,#CSO2_ITEM_NAME_back_racoon_tail,back_racoon,default,item,class,back,,,,,,,,,,,,,,,,,,,
20027,#CSO2_ITEM_NAME_back_chieftain_hammer,back_chieftain_hammer,default,item,class,back,,,,,,,,,,,,,,,,,,,
20028,#CSO2_ITEM_NAME_back_horseyear,back_horseyear,default,item,class,back,,,,,,,,,,,,,,,,,,,
20029,#CSO2_ITEM_NAME_back_rewardwing,back_rewardwing,default,item,class,back,,,,,,,,,,,,,,,,,,,
20030,#CSO2_ITEM_NAME_back_schoolbag,back_schoolbag,default,item,class,back,,,,,,,,,,,,,,,,,,,
20031,#CSO2_ITEM_NAME_back_snl_arrow,back_snl_arrow,default,item,class,back,,,,,,,,,,,,,,,,,,,
20032,#CSO2_ITEM_NAME_back_korback01,back_korback01,default,item,class,back,,,,,,,,,,,,,,,,,,,
20033,#CSO2_ITEM_NAME_back_newbie,back_newbie,default,item,class,back,,,,,,,,,,,,,,,,,,,
20034,#CSO2_ITEM_NAME_back_gstar2014,back_gstar2014,default,item,class,back,,,,,,,,,,,,,,,,,,,
20035,#CSO2_ITEM_NAME_back_deltabag,back_deltabag,default,item,class,back,,,,,,,,,,,,,,,,,,,
20036,#CSO2_ITEM_NAME_back_lisaboard,back_lisaboard,default,item,class,back,,,,,,,,,,,,,,,,,,,
20037,#CSO2_ITEM_NAME_back_milaboard,back_milaboard,default,item,class,back,,,,,,,,,,,,,,,,,,,
20038,#CSO2_ITEM_NAME_back_miladoll,back_miladoll,default,item,class,back,,,,,,,,,,,,,,,,,,,
20039,#CSO2_ITEM_NAME_back_lisadoll,back_lisadoll,default,item,class,back,,,,,,,,,,,,,,,,,,,
20040,#CSO2_ITEM_NAME_back_p77,back_p77,default,item,class,back,,,,,,,,,,,,,,,,,,,
